나이,성별,스타일,일 평균 기온,일 평균 기상,일 평균 습도,일 평균 풍속,상의 카테고리,상의 색상,상의 기장,상의 소재,상의 프린트,하의 카테고리,하의 색상,하의 기장,하의 소재,하의 프린트,Cluster
20대,남성,스트리트,-3.7,눈,65.1,1.8,점퍼,블루,롱,퍼,무지,팬츠,블루,롱,퍼,무지,4
30대,남성,스트리트,-4.6,눈,63.1,2.7,재킷,핑크,롱,퍼,타이다이,청바지,핑크,발목,데님,타이다이,4
20대,남성,스트리트,-4.6,눈,63.1,2.7,점퍼,핑크,발목,데님,타이다이,청바지,핑크,발목,데님,타이다이,4
20대,남성,스트리트,-4.6,눈,63.1,2.7,패딩,네이비,발목,우븐,무지,청바지,네이비,발목,우븐,무지,4
20대,남성,스트리트,8.3,비,99.1,2.5,패딩,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,13
20대,남성,스트리트,8.3,비,99.1,2.5,코트,블랙,롱,패딩,무지,청바지,블랙,롱,패딩,무지,13
20대,남성,스트리트,8.3,비,99.1,2.5,패딩,블랙,롱,패딩,무지,청바지,블랙,롱,패딩,무지,13
20대,남성,스트리트,8.3,비,99.1,2.5,재킷,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,13
20대,남성,스트리트,8.3,비,99.1,2.5,재킷,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,13
20대,남성,스트리트,8.3,비,99.1,2.5,패딩,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,13
20대,남성,스트리트,5.9,비,46.6,2.2,점퍼,블랙,롱,우븐,무지,청바지,블루,롱,우븐,무지,14
20대,남성,스트리트,5.9,비,46.6,2.2,패딩,블랙,롱,우븐,무지,청바지,블랙,롱,우븐,무지,14
20대,남성,스트리트,2.6,안개,61.9,1.6,코트,그레이,롱,우븐,무지,팬츠,퍼플,롱,우븐,무지,4
20대,남성,스트리트,2.6,안개,61.9,1.6,코트,그레이,롱,패딩,무지,팬츠,그레이,롱,우븐,무지,4
20대,남성,스트리트,1.6,맑음,59.9,1.5,패딩,블랙,롱,패딩,무지,팬츠,그레이,발목,패딩,무지,4
20대,남성,스트리트,1.6,맑음,59.9,1.5,패딩,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,4
20대,남성,스트리트,3.1,맑음,60.1,2.3,점퍼,블랙,발목,패딩,무지,청바지,블랙,발목,패딩,무지,4
20대,남성,스트리트,3.1,맑음,60.1,2.3,코트,블랙,발목,패딩,무지,팬츠,블랙,발목,패딩,무지,4
30대,남성,스트리트,9.3,맑음,56.9,3.6,패딩,블랙,발목,패딩,무지,팬츠,블랙,발목,패딩,무지,5
20대,남성,스트리트,0.6,눈,71.9,2.2,후드티,블랙,노멀,우븐,무지,팬츠,핑크,발목,우븐,무지,17
10대,남성,스트리트,-1.6,맑음,58.1,1.6,패딩,베이지,발목,패딩,레터링,팬츠,베이지,발목,우븐,무지,10
20대,남성,스트리트,-1.6,맑음,58.1,1.6,패딩,베이지,발목,패딩,레터링,팬츠,베이지,발목,패딩,레터링,10
20대,남성,스트리트,-1.6,맑음,58.1,1.6,패딩,베이지,발목,패딩,레터링,청바지,베이지,발목,패딩,레터링,10
20대,남성,스트리트,4.6,맑음,47.1,2.1,패딩,베이지,발목,패딩,레터링,팬츠,베이지,발목,패딩,레터링,14
20대,남성,스트리트,4.6,맑음,47.1,2.1,패딩,베이지,발목,패딩,레터링,청바지,베이지,발목,패딩,레터링,14
20대,남성,스트리트,2.6,맑음,39.5,2.6,후드티,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,14
20대,남성,스트리트,2.6,맑음,39.5,2.6,점퍼,블랙,노멀,우븐,무지,조거팬츠,블랙,노멀,패딩,무지,14
20대,남성,스트리트,-1.8,맑음,51.4,1.9,가디건,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,10
20대,남성,스트리트,-1.8,맑음,51.4,1.9,코트,블랙,노멀,우븐,무지,테스트 하의 카테고리,테스트 하의 색상,테스트 하의 기장,테스트 하의 소재,테스트 하의 프린트,10
20대,남성,스트리트,-5.0,맑음,49.0,1.8,패딩,레드,노멀,우븐,무지,청바지,레드,노멀,우븐,무지,10
30대,남성,스트리트,-5.0,맑음,49.0,1.8,패딩,레드,노멀,우븐,무지,스커트,레드,노멀,우븐,무지,10
20대,남성,스트리트,-5.0,맑음,49.0,1.8,패딩,레드,노멀,우븐,무지,팬츠,레드,노멀,우븐,무지,10
20대,남성,스트리트,-5.0,맑음,49.0,1.8,패딩,레드,노멀,우븐,무지,팬츠,레드,노멀,우븐,무지,10
20대,남성,스트리트,-4.5,맑음,45.9,2.5,패딩,카키,노멀,패딩,무지,팬츠,카키,노멀,우븐,무지,10
20대,남성,스트리트,-4.5,맑음,45.9,2.5,패딩,카키,노멀,패딩,무지,팬츠,카키,노멀,패딩,무지,10
20대,남성,스트리트,-4.5,맑음,45.9,2.5,패딩,카키,노멀,패딩,무지,팬츠,카키,노멀,패딩,무지,10
20대,남성,스트리트,-4.5,맑음,45.9,2.5,점퍼,카키,노멀,패딩,무지,팬츠,카키,노멀,패딩,무지,10
20대,남성,스트리트,-1.8,눈,65.6,1.9,코트,네이비,롱,울/캐시미어,무지,청바지,카키,노멀,패딩,무지,4
20대,남성,스트리트,-1.8,눈,65.6,1.9,코트,네이비,롱,울/캐시미어,무지,청바지,네이비,롱,울/캐시미어,무지,4
30대,남성,스트리트,-1.8,눈,65.6,1.9,코트,네이비,롱,울/캐시미어,무지,청바지,네이비,롱,울/캐시미어,무지,4
20대,남성,스트리트,-2.9,눈,56.3,1.7,패딩,네이비,롱,패딩,무지,팬츠,베이지,발목,패딩,무지,10
20대,남성,스트리트,-2.9,눈,56.3,1.7,재킷,베이지,노말,우븐,무지,청바지,베이지,노말,우븐,무지,10
20대,남성,스트리트,-3.3,눈,58.1,2.5,베스트,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,10
20대,남성,스트리트,-3.3,눈,58.1,2.5,패딩,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,10
20대,남성,스트리트,-3.3,눈,58.1,2.5,코트,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,10
20대,남성,스트리트,-3.3,눈,58.1,2.5,패딩,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,10
20대,남성,스트리트,-3.3,눈,58.1,2.5,패딩,블랙,노멀,패딩,무지,팬츠,블랙,노멀,우븐,무지,10
20대,남성,스트리트,-3.3,눈,58.1,2.5,패딩,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,10
20대,남성,스트리트,-3.3,눈,58.1,2.5,짚업,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,10
20대,남성,스트리트,-3.3,눈,58.1,2.5,점퍼,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,10
20대,남성,스트리트,-3.3,눈,58.1,2.5,패딩,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,10
20대,남성,스트리트,-2.6,맑음,69.8,1.8,점퍼,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,4
30대,남성,스트리트,-2.6,맑음,69.8,1.8,패딩,카키,노멀,패딩,무지,팬츠,카키,노멀,우븐,카무플라쥬,4
20대,남성,스트리트,-2.6,맑음,69.8,1.8,재킷,카키,노멀,패딩,무지,팬츠,카키,발목,패딩,무지,4
20대,남성,스트리트,-2.6,맑음,69.8,1.8,재킷,카키,노멀,패딩,무지,청바지,카키,노멀,패딩,무지,4
20대,남성,스트리트,-2.6,맑음,69.8,1.8,재킷,카키,노멀,패딩,무지,팬츠,카키,노멀,패딩,무지,4
30대,남성,스트리트,-2.6,맑음,69.8,1.8,패딩,카키,노멀,패딩,무지,팬츠,카키,노멀,패딩,무지,4
20대,남성,스트리트,-3.9,맑음,68.4,1.4,코트,블랙,롱,울/캐시미어,무지,팬츠,카키,노멀,패딩,무지,4
30대,남성,스트리트,-11.8,맑음,60.5,4.3,후드티,블랙,노멀,우븐,무지,팬츠,블랙,발목,우븐,무지,10
30대,남성,스트리트,-11.8,맑음,60.5,4.3,재킷,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
30대,남성,스트리트,-11.8,맑음,60.5,4.3,점퍼,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
20대,남성,스트리트,-11.8,맑음,60.5,4.3,패딩,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
30대,남성,스트리트,-11.8,맑음,60.5,4.3,베스트,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
30대,남성,스트리트,-11.8,맑음,60.5,4.3,패딩,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
20대,남성,스트리트,-11.8,맑음,60.5,4.3,점퍼,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
20대,남성,스트리트,-11.8,맑음,60.5,4.3,패딩,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
30대,남성,스트리트,-11.8,맑음,60.5,4.3,베스트,블랙,발목,우븐,무지,청바지,블랙,발목,우븐,무지,10
20대,남성,스트리트,-11.8,맑음,60.5,4.3,패딩,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
40대,남성,스트리트,-11.8,맑음,60.5,4.3,베스트,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
30대,남성,스트리트,-11.8,맑음,60.5,4.3,패딩,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
30대,남성,스트리트,-11.8,맑음,60.5,4.3,패딩,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
20대,남성,스트리트,-11.8,맑음,60.5,4.3,재킷,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
20대,남성,스트리트,-11.8,맑음,60.5,4.3,패딩,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,10
20대,남성,스트리트,-7.8,맑음,60.5,4.4,점퍼,블루,발목,데님,무지,팬츠,블루,발목,데님,무지,10
20대,남성,스트리트,-0.1,눈,82.4,2.7,점퍼,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,17
20대,남성,스트리트,-0.1,눈,82.4,2.7,점퍼,네이비,노멀,우븐,무지,청바지,네이비,노멀,우븐,무지,17
20대,남성,스트리트,-0.1,눈,82.4,2.7,패딩,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,17
20대,남성,스트리트,-3.2,맑음,55.8,2.2,패딩,블랙,노멀,우븐,무지,팬츠,블랙,롱,우븐,무지,10
20대,남성,스트리트,-3.2,맑음,55.8,2.2,짚업,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,10
20대,남성,스트리트,-3.2,맑음,55.8,2.2,패딩,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,10
20대,남성,스트리트,-3.2,맑음,55.8,2.2,패딩,네이비,노말,우븐,무지,청바지,네이비,노말,우븐,무지,10
20대,남성,스트리트,-3.2,맑음,55.8,2.2,패딩,네이비,노말,우븐,무지,청바지,네이비,노말,우븐,무지,10
20대,남성,스트리트,-3.2,맑음,55.8,2.2,점퍼,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,10
20대,남성,스트리트,-3.2,맑음,55.8,2.2,점퍼,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,10
20대,남성,스트리트,-3.2,맑음,55.8,2.2,패딩,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,10
20대,남성,스트리트,-3.2,맑음,55.8,2.2,점퍼,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,10
20대,남성,스트리트,-7.0,맑음,55.6,1.7,점퍼,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,10
20대,남성,스트리트,-7.0,맑음,55.6,1.7,코트,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,10
20대,남성,스트리트,-6.3,맑음,56.9,2.0,패딩,네이비,노멀,패딩,무지,팬츠,네이비,노멀,패딩,무지,10
20대,남성,스트리트,-6.3,맑음,56.9,2.0,패딩,베이지,롱,우븐,무지,팬츠,베이지,롱,우븐,무지,10
20대,남성,스트리트,-4.5,눈,79.1,2.5,패딩,베이지,롱,우븐,무지,팬츠,베이지,롱,우븐,무지,17
20대,남성,스트리트,-4.5,눈,79.1,2.5,코트,네이비,노멀,패딩,무지,청바지,네이비,노멀,패딩,무지,17
20대,남성,스트리트,-4.5,눈,79.1,2.5,점퍼,네이비,노멀,패딩,무지,청바지,네이비,노멀,패딩,무지,17
20대,남성,스트리트,-4.5,눈,79.1,2.5,패딩,네이비,노멀,패딩,무지,청바지,네이비,노멀,패딩,무지,17
20대,남성,스트리트,-8.4,맑음,50.1,3.2,패딩,블루,노멀,패딩,무지,팬츠,블루,노멀,패딩,무지,10
20대,남성,스트리트,-8.4,맑음,50.1,3.2,점퍼,블루,노멀,패딩,무지,청바지,블루,노멀,패딩,무지,10
20대,남성,스트리트,-8.4,맑음,50.1,3.2,재킷,블루,노멀,패딩,무지,팬츠,블루,노멀,패딩,무지,10
20대,남성,스트리트,-8.4,맑음,50.1,3.2,셔츠,블루,노멀,패딩,무지,팬츠,블루,노멀,패딩,무지,10
20대,남성,스트리트,0.0,눈,70.8,3.5,패딩,블루,노멀,패딩,무지,팬츠,블루,노멀,패딩,무지,17
10대,남성,스트리트,0.0,눈,70.8,3.5,패딩,블랙,발목,패딩,무지,팬츠,블루,발목,패딩,무지,17
20대,남성,스트리트,0.0,눈,70.8,3.5,패딩,블랙,발목,패딩,무지,청바지,블랙,발목,패딩,무지,17
20대,남성,스트리트,2.0,비,73.4,1.7,패딩,블랙,노멀,패딩,무지,팬츠,카키,발목,패딩,무지,17
20대,남성,스트리트,2.0,비,73.4,1.7,패딩,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,17
20대,남성,스트리트,2.0,비,73.4,1.7,점퍼,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,17
20대,남성,스트리트,2.0,비,73.4,1.7,패딩,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,17
20대,남성,스트리트,2.0,비,73.4,1.7,패딩,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,17
20대,남성,스트리트,4.5,비,60.8,2.0,점퍼,민트,노멀,우븐,무지,팬츠,민트,노멀,우븐,무지,4
10대,남성,스트리트,4.5,비,60.8,2.0,패딩,민트,노멀,우븐,무지,팬츠,민트,노멀,우븐,무지,4
20대,남성,스트리트,4.5,비,60.8,2.0,티셔츠,민트,노멀,우븐,무지,팬츠,민트,노멀,우븐,무지,4
20대,남성,스트리트,4.5,비,60.8,2.0,후드티,민트,노멀,우븐,무지,팬츠,민트,노멀,우븐,무지,4
30대,남성,스트리트,4.5,비,60.8,2.0,재킷,민트,노멀,우븐,무지,조거팬츠,민트,노멀,우븐,무지,4
20대,남성,스트리트,4.5,비,60.8,2.0,패딩,민트,노멀,우븐,무지,청바지,민트,노멀,우븐,무지,4
20대,남성,스트리트,3.7,맑음,57.5,1.4,후드티,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,5
20대,남성,스트리트,3.7,맑음,57.5,1.4,코트,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,5
20대,남성,스트리트,3.7,맑음,57.5,1.4,패딩,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,5
20대,남성,스트리트,4.9,눈,60.4,2.7,패딩,블루,노멀,우븐,타이다이,팬츠,블랙,발목,우븐,무지,4
20대,남성,스트리트,4.9,눈,60.4,2.7,코트,블랙,하프,우븐,무지,팬츠,블루,노멀,우븐,타이다이,4
20대,남성,스트리트,0.9,눈,62.8,2.4,재킷,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,4
20대,남성,스트리트,-3.1,맑음,41.9,2.4,셔츠,카키,노말,가죽,무지,팬츠,카키,노말,가죽,무지,12
20대,남성,스트리트,3.5,맑음,22.3,3.9,점퍼,카키,노말,가죽,무지,팬츠,카키,노말,가죽,무지,19
10대,남성,스트리트,-3.1,맑음,41.9,2.4,후드티,카키,노말,가죽,무지,팬츠,카키,노말,가죽,무지,12
20대,남성,스트리트,-2.5,맑음,42.0,1.7,패딩,블랙,롱,패딩,무지,팬츠,카키,노말,우븐,무지,12
20대,남성,스트리트,-2.5,맑음,42.0,1.7,패딩,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,12
20대,남성,스트리트,-2.5,맑음,42.0,1.7,패딩,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,12
20대,남성,스트리트,-2.5,맑음,42.0,1.7,점퍼,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,12
20대,남성,스트리트,-2.5,맑음,42.0,1.7,패딩,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,12
20대,남성,스트리트,-2.5,맑음,42.0,1.7,점퍼,블랙,롱,패딩,무지,테스트 하의 카테고리,테스트 하의 색상,테스트 하의 기장,테스트 하의 소재,테스트 하의 프린트,12
20대,남성,스트리트,-2.5,맑음,42.0,1.7,패딩,블랙,롱,패딩,무지,청바지,블랙,롱,패딩,무지,12
20대,남성,스트리트,-2.5,맑음,42.0,1.7,패딩,블랙,롱,패딩,무지,청바지,블랙,롱,패딩,무지,12
20대,남성,스트리트,-5.4,맑음,43.4,2.4,재킷,블랙,롱,우븐,무지,청바지,블랙,롱,우븐,무지,12
20대,남성,스트리트,-5.4,맑음,43.4,2.4,셔츠,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,12
20대,남성,스트리트,-5.4,맑음,43.4,2.4,패딩,카키,롱,패딩,무지,팬츠,카키,노멀,우븐,무지,12
20대,남성,스트리트,-5.4,맑음,43.4,2.4,점퍼,카키,롱,패딩,무지,청바지,카키,롱,패딩,무지,12
20대,남성,스트리트,-5.4,맑음,43.4,2.4,점퍼,카키,롱,패딩,무지,팬츠,카키,롱,패딩,무지,12
20대,남성,스트리트,-5.4,맑음,49.1,3.9,후드티,블랙,노멀,패딩,무지,청바지,카키,노멀,패딩,무지,10
20대,남성,스트리트,14.9,비,72.0,4.6,재킷,블랙,노말,패딩,체크,팬츠,블랙,노멀,패딩,무지,9
20대,남성,스트리트,14.9,비,72.0,4.6,점퍼,블랙,노말,우븐,체크,팬츠,블랙,노말,우븐,체크,9
20대,남성,스트리트,14.9,비,72.0,4.6,점퍼,블랙,노말,우븐,체크,조거팬츠,블랙,노말,우븐,체크,9
20대,남성,스트리트,14.9,비,72.0,4.6,니트웨어,블랙,노말,우븐,체크,팬츠,블랙,노말,우븐,체크,9
20대,남성,스트리트,6.9,눈,67.0,3.5,후드티,블랙,노말,우븐,체크,팬츠,블랙,노말,우븐,체크,4
20대,남성,스트리트,6.9,눈,67.0,3.5,패딩,블랙,노말,우븐,체크,팬츠,블랙,노말,우븐,체크,4
20대,남성,스트리트,6.9,눈,67.0,3.5,패딩,블랙,노말,우븐,체크,청바지,블랙,노말,우븐,체크,4
20대,남성,스트리트,6.9,눈,67.0,3.5,점퍼,블랙,노말,우븐,체크,팬츠,블랙,노말,우븐,체크,4
20대,남성,스트리트,12.3,비,65.5,2.7,점퍼,블랙,롱,패딩,무지,팬츠,블랙,롱,우븐,무지,1
20대,남성,스트리트,12.3,비,65.5,2.7,재킷,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,1
20대,남성,스트리트,12.3,비,65.5,2.7,니트웨어,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,1
20대,남성,스트리트,12.3,비,65.5,2.7,가디건,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,1
20대,남성,스트리트,12.3,비,65.5,2.7,패딩,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,1
20대,남성,스트리트,12.3,비,67.1,3.0,재킷,블랙,롱,가죽,무지,청바지,블랙,롱,가죽,무지,1
20대,남성,스트리트,12.3,비,67.1,3.0,베스트,블랙,롱,가죽,무지,팬츠,블랙,롱,가죽,무지,1
20대,남성,스트리트,12.3,비,67.1,3.0,베스트,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,1
20대,남성,스트리트,12.3,비,67.1,3.0,패딩,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,1
30대,남성,스트리트,9.4,안개,65.6,1.5,패딩,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,1
20대,남성,스트리트,9.4,안개,65.6,1.5,코트,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,1
20대,남성,스트리트,9.4,안개,65.6,1.5,코트,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,1
20대,남성,스트리트,9.4,안개,65.6,1.5,코트,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,1
20대,남성,스트리트,9.4,안개,65.6,1.5,점퍼,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,1
20대,남성,스트리트,10.8,비,56.0,2.1,재킷,블랙,발목,우븐,무지,청바지,블랙,발목,우븐,무지,5
20대,남성,스트리트,10.8,비,56.0,2.1,짚업,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,5
20대,남성,스트리트,10.8,비,56.0,2.1,셔츠,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,5
20대,남성,스트리트,10.8,비,56.0,2.1,패딩,스카이블루,발목,데님,무지,청바지,스카이블루,발목,데님,무지,5
20대,남성,스트리트,10.8,비,56.0,2.1,점퍼,스카이블루,발목,데님,무지,팬츠,스카이블루,발목,데님,무지,5
